alpha tag,tag,entity,mode,description,type,tone,entity_type,group,license,category,frequency
232,Public Works,National Parks and Wildlife Service NSW,FMN,PLUMWOOD,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.850
233,Public Works,National Parks and Wildlife Service NSW,FMN,PEAK ALONE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.8875
234,Public Works,National Parks and Wildlife Service NSW,FMN,MUMBULA MT N,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.925
235,Public Works,National Parks and Wildlife Service NSW,FMN,BUDAWANG FSC,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.8125
236,Public Works,National Parks and Wildlife Service NSW,FMN,MT CRONIN FS,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.2875
241,Public Works,National Parks and Wildlife Service NSW,FMN,ELLSMORE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.550
242,Public Works,National Parks and Wildlife Service NSW,FMN,KNIGHTS HL,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.150
243,Public Works,National Parks and Wildlife Service NSW,FMN,RED ROCKS,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.5625
244,Public Works,National Parks and Wildlife Service NSW,FMN,BUDAWANG SC,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.100
245,Public Works,National Parks and Wildlife Service NSW,FMN,VINCENTIA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8125
246,Public Works,National Parks and Wildlife Service NSW,FMN,MT KEIRA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.6125
251,Public Works,National Parks and Wildlife Service NSW,FMN,MT PERISHR,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.850
252,Public Works,National Parks and Wildlife Service NSW,FMN,WAMBROOK,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.1625
253,Public Works,National Parks and Wildlife Service NSW,FMN,YOUNGAL,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.450
254,Public Works,National Parks and Wildlife Service NSW,FMN,INGEBYRA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.875
255,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK JACK,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.650
256,Public Works,National Parks and Wildlife Service NSW,FMN,Tingaringy,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.325
261,Public Works,National Parks and Wildlife Service NSW,FMN,JINGELLIC,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.6875
262,Public Works,National Parks and Wildlife Service NSW,FMN,SELWYN,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.250
263,Public Works,National Parks and Wildlife Service NSW,FMN,TALBINGO,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.750
264,Public Works,National Parks and Wildlife Service NSW,FMN,MT GININI TM,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.075
265,Public Works,National Parks and Wildlife Service NSW,FMN,YAVEN,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.725
266,Public Works,National Parks and Wildlife Service NSW,FMN,BUGTOWN,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.7625
267,Public Works,National Parks and Wildlife Service NSW,FMN,STALLION,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.550
268,Public Works,National Parks and Wildlife Service NSW,FMN,TUMORRAMA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.0125
269,Public Works,National Parks and Wildlife Service NSW,FMN,YOUNGAL TMT,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.7625
270,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK JACK T,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.975
281,Public Works,National Parks and Wildlife Service NSW,FMN,MT CRONIN,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.1625
282,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK TRIG,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.125
283,Public Works,National Parks and Wildlife Service NSW,FMN,MT GININI QB,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.875
291,Public Works,National Parks and Wildlife Service NSW,FMN,KADINA TRG,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.825
292,Public Works,National Parks and Wildlife Service NSW,FMN,CANOBOLAS,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.850
293,Public Works,National Parks and Wildlife Service NSW,FMN,WARRADERRY,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.5875
294,Public Works,National Parks and Wildlife Service NSW,FMN,SUNNY CNR,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,165.025
295,Public Works,National Parks and Wildlife Service NSW,FMN,MT MEEHAN,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.2375
301,Public Works,National Parks and Wildlife Service NSW,FMN,THE TOPS,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.450
302,Public Works,National Parks and Wildlife Service NSW,FMN,GOVERNOR,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,165.000
311,Public Works,National Parks and Wildlife Service NSW,FMN,GWABEGAR,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.875
312,Public Works,National Parks and Wildlife Service NSW,FMN,WANDA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.975
313,Public Works,National Parks and Wildlife Service NSW,FMN,BUCKINGUY,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.9375
314,Public Works,National Parks and Wildlife Service NSW,FMN,PILGA EAST,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.825
321,Public Works,National Parks and Wildlife Service NSW,FMN,CN CRUAICH,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.1375
322,Public Works,National Parks and Wildlife Service NSW,FMN,BODANGORA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.475
323,Public Works,National Parks and Wildlife Service NSW,FMN,GOONOO,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.000
324,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK JACK,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,162.900
331,Public Works,National Parks and Wildlife Service NSW,FMN,MT ROSS,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.4375
332,Public Works,National Parks and Wildlife Service NSW,FMN,MACKENZIE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.475
333,Public Works,National Parks and Wildlife Service NSW,FMN,BNOO BNOO,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.675
334,Public Works,National Parks and Wildlife Service NSW,FMN,SUMMIT MT,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.200
335,Public Works,National Parks and Wildlife Service NSW,FMN,HALAMS HLL,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.0875
336,Public Works,National Parks and Wildlife Service NSW,FMN,BORA BNGRA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.850
341,Public Works,National Parks and Wildlife Service NSW,FMN,PT LOOKOUT,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,165.1375
342,Public Works,National Parks and Wildlife Service NSW,FMN,PORTER CMP,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4625
343,Public Works,National Parks and Wildlife Service NSW,FMN,LT DUVAL,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,164.9875
344,Public Works,National Parks and Wildlife Service NSW,FMN,MELROSE,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.9625
345,Public Works,National Parks and Wildlife Service NSW,FMN,SPOKES Stand,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.325
346,Public Works,National Parks and Wildlife Service NSW,FMN,MT MYRA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.700
351,Public Works,National Parks and Wildlife Service NSW,FMN,MATHOURA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.650
352,Public Works,National Parks and Wildlife Service NSW,FMN,HOMELEA,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.375
353,Public Works,National Parks and Wildlife Service NSW,FMN,STONY HILL,RM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,163.150
401,Public Works,National Parks and Wildlife Service NSW,FMN,BOCOBLE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.375
402,Public Works,National Parks and Wildlife Service NSW,FMN,COOLAH-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.2375
403,Public Works,National Parks and Wildlife Service NSW,FMN,CORICUDGY-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.200
404,Public Works,National Parks and Wildlife Service NSW,FMN,DANGAR 2-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.0125
411,Public Works,National Parks and Wildlife Service NSW,FMN,MT TOMAH-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.300
412,Public Works,National Parks and Wildlife Service NSW,FMN,NARROW NK-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.350
413,Public Works,National Parks and Wildlife Service NSW,FMN,SHOOTERS-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.000
414,Public Works,National Parks and Wildlife Service NSW,FMN,BRSTLECONE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.225
415,Public Works,National Parks and Wildlife Service NSW,FMN,HIGH RNGE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.4125
416,Public Works,National Parks and Wildlife Service NSW,FMN,SNOWY MT-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8125
421,Public Works,National Parks and Wildlife Service NSW,FMN,LANE COVE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.5375
422,Public Works,National Parks and Wildlife Service NSW,FMN,CANOELANDS-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.525
423,Public Works,National Parks and Wildlife Service NSW,FMN,COWAN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.6875
424,Public Works,National Parks and Wildlife Service NSW,FMN,ELAN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.3125
425,Public Works,National Parks and Wildlife Service NSW,FMN,MIDDLE HD-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.400
426,Public Works,National Parks and Wildlife Service NSW,FMN,Not in use,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.5125
427,Public Works,National Parks and Wildlife Service NSW,FMN,NEILSON-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.7875
431,Public Works,National Parks and Wildlife Service NSW,FMN,HIGH RNGE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.5625
432,Public Works,National Parks and Wildlife Service NSW,FMN,GARAW HOSP-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.325
433,Public Works,National Parks and Wildlife Service NSW,FMN,GARAW FARM-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.825
434,Public Works,National Parks and Wildlife Service NSW,FMN,MULGOA TRG-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,165.125
441,Public Works,National Parks and Wildlife Service NSW,FMN,MT DANGAR-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.5625
442,Public Works,National Parks and Wildlife Service NSW,FMN,MT POPPONG-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.600
451,Public Works,National Parks and Wildlife Service NSW,FMN,CANOELANDS-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.125
452,Public Works,National Parks and Wildlife Service NSW,FMN,WARRWOLONG-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,165.0125
453,Public Works,National Parks and Wildlife Service NSW,FMN,MANGROVE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4375
454,Public Works,National Parks and Wildlife Service NSW,FMN,SUGARLOAF-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.050
455,Public Works,National Parks and Wildlife Service NSW,FMN,SNAPPER PT-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.9875
456,Public Works,National Parks and Wildlife Service NSW,FMN,BARRINGTON-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.100
457,Public Works,National Parks and Wildlife Service NSW,FMN,MT HELEN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.875
461,Public Works,National Parks and Wildlife Service NSW,FMN,MT ALLYN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,165.175
462,Public Works,National Parks and Wildlife Service NSW,FMN,MT MYRA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.450
463,Public Works,National Parks and Wildlife Service NSW,FMN,BARRINGTON-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.875
471,Public Works,National Parks and Wildlife Service NSW,FMN,MT MARIE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.100
472,Public Works,National Parks and Wildlife Service NSW,FMN,CABBAGE TR-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,165.125
473,Public Works,National Parks and Wildlife Service NSW,FMN,GAN GAN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.525
474,Public Works,National Parks and Wildlife Service NSW,FMN,TALAWAHL-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.2125
475,Public Works,National Parks and Wildlife Service NSW,FMN,MID BRTHER-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.975
476,Public Works,National Parks and Wildlife Service NSW,FMN,BOOTI-S,BM,254.1 PL,Public Safety,All Regions,,NPWS VHF High Band,165.025
477,Public Works,National Parks and Wildlife Service NSW,FMN,SPOKES -S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.325
481,Public Works,National Parks and Wildlife Service NSW,FMN,SPOKES MT-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.0625
482,Public Works,National Parks and Wildlife Service NSW,FMN,YARAHAPINI-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.825
491,Public Works,National Parks and Wildlife Service NSW,FMN,CANGAI EST-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.6875
492,Public Works,National Parks and Wildlife Service NSW,FMN,CLRENCE PK-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8875
501,Public Works,National Parks and Wildlife Service NSW,FMN,PT LOOKOUT-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.950
502,Public Works,National Parks and Wildlife Service NSW,FMN,YARAHAPINI-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8625
503,Public Works,National Parks and Wildlife Service NSW,FMN,MT MOOMBIL-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.500
504,Public Works,National Parks and Wildlife Service NSW,FMN,CHAELUNDI-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.7125
511,Public Works,National Parks and Wildlife Service NSW,FMN,PICKABOOBA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.800
512,Public Works,National Parks and Wildlife Service NSW,FMN,TOONUNBAR-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.0625
513,Public Works,National Parks and Wildlife Service NSW,FMN,HAYSTACK-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.5125
514,Public Works,National Parks and Wildlife Service NSW,FMN,MT NARDI-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.100
515,Public Works,National Parks and Wildlife Service NSW,FMN,MT MOONMBA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.550
516,Public Works,National Parks and Wildlife Service NSW,FMN,BANYABBA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.2125
517,Public Works,National Parks and Wildlife Service NSW,FMN,SPRNGBROOK-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.600
521,Public Works,National Parks and Wildlife Service NSW,FMN,WOLUMLA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.075
522,Public Works,National Parks and Wildlife Service NSW,FMN,MUMBULA MT-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4375
523,Public Works,National Parks and Wildlife Service NSW,FMN,GREEN CAPE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.9125
524,Public Works,National Parks and Wildlife Service NSW,FMN,BOMBALA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.900
525,Public Works,National Parks and Wildlife Service NSW,FMN,LETTS HILL-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.975
531,Public Works,National Parks and Wildlife Service NSW,FMN,SLAP UP-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.800
532,Public Works,National Parks and Wildlife Service NSW,FMN,PLUMWOOD-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.850
533,Public Works,National Parks and Wildlife Service NSW,FMN,PEAK ALONE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.8875
534,Public Works,National Parks and Wildlife Service NSW,FMN,MUMBULA MT-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.925
535,Public Works,National Parks and Wildlife Service NSW,FMN,BUDAWANG-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.8125
536,Public Works,National Parks and Wildlife Service NSW,FMN,MT CRONIN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.2875
541,Public Works,National Parks and Wildlife Service NSW,FMN,ELLSMORE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.550
542,Public Works,National Parks and Wildlife Service NSW,FMN,KNIGHTS HL-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.150
543,Public Works,National Parks and Wildlife Service NSW,FMN,RED ROCKS-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.5625
544,Public Works,National Parks and Wildlife Service NSW,FMN,BUDAWANG-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.100
545,Public Works,National Parks and Wildlife Service NSW,FMN,VINCENTIA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.8125
546,Public Works,National Parks and Wildlife Service NSW,FMN,MT KEIRA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.6125
551,Public Works,National Parks and Wildlife Service NSW,FMN,MT PERISHR-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.850
552,Public Works,National Parks and Wildlife Service NSW,FMN,WAMBROOK-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.1625
553,Public Works,National Parks and Wildlife Service NSW,FMN,YOUNGAL-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.450
554,Public Works,National Parks and Wildlife Service NSW,FMN,INGEBYRA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.875
555,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK JACK-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.650
556,Public Works,National Parks and Wildlife Service NSW,FMN,Tingaring -,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.325
561,Public Works,National Parks and Wildlife Service NSW,FMN,JINGELLIC-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.6875
562,Public Works,National Parks and Wildlife Service NSW,FMN,SELWYN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.250
563,Public Works,National Parks and Wildlife Service NSW,FMN,TALBINGO-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.750
564,Public Works,National Parks and Wildlife Service NSW,FMN,MT GININI-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.075
565,Public Works,National Parks and Wildlife Service NSW,FMN,YAVEN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.725
566,Public Works,National Parks and Wildlife Service NSW,FMN,BUGTOWN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.7625
567,Public Works,National Parks and Wildlife Service NSW,FMN,STALLION-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.550
568,Public Works,National Parks and Wildlife Service NSW,FMN,TUMORRAMA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.0125
569,Public Works,National Parks and Wildlife Service NSW,FMN,YOUNGAL-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.7625
570,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK JACK-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.975
581,Public Works,National Parks and Wildlife Service NSW,FMN,MT CRONIN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.1625
582,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK TRIG-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.125
583,Public Works,National Parks and Wildlife Service NSW,FMN,MT GININI-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.875
591,Public Works,National Parks and Wildlife Service NSW,FMN,KADINA TRG-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.825
592,Public Works,National Parks and Wildlife Service NSW,FMN,CANOBOLAS-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.850
593,Public Works,National Parks and Wildlife Service NSW,FMN,WARRADERRY-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.5875
594,Public Works,National Parks and Wildlife Service NSW,FMN,SUNNY CNR-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,165.025
595,Public Works,National Parks and Wildlife Service NSW,FMN,MT MEEHAN-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.2375
601,Public Works,National Parks and Wildlife Service NSW,FMN,THE TOPS-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.450
602,Public Works,National Parks and Wildlife Service NSW,FMN,GOVERNOR-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,165.000
611,Public Works,National Parks and Wildlife Service NSW,FMN,GWABEGAR-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.875
612,Public Works,National Parks and Wildlife Service NSW,FMN,WANDA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.975
613,Public Works,National Parks and Wildlife Service NSW,FMN,BUCKINGUY-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.9375
614,Public Works,National Parks and Wildlife Service NSW,FMN,PILGA EAST-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.825
621,Public Works,National Parks and Wildlife Service NSW,FMN,CN CRUAICH-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.1375
622,Public Works,National Parks and Wildlife Service NSW,FMN,BODANGORA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.475
623,Public Works,National Parks and Wildlife Service NSW,FMN,GOONOO-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.000
624,Public Works,National Parks and Wildlife Service NSW,FMN,BLACK JACK-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,162.900
631,Public Works,National Parks and Wildlife Service NSW,FMN,MT ROSS-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.4375
632,Public Works,National Parks and Wildlife Service NSW,FMN,MACKENZIE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.475
633,Public Works,National Parks and Wildlife Service NSW,FMN,BNOO BNOO-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.675
634,Public Works,National Parks and Wildlife Service NSW,FMN,SUMMIT MT-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.200
635,Public Works,National Parks and Wildlife Service NSW,FMN,HALAMS HLL-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.0875
636,Public Works,National Parks and Wildlife Service NSW,FMN,BORA BNGRA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.850
641,Public Works,National Parks and Wildlife Service NSW,FMN,PT LOOKOUT-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,165.1375
642,Public Works,National Parks and Wildlife Service NSW,FMN,PORTER CMP-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.4625
643,Public Works,National Parks and Wildlife Service NSW,FMN,LT DUVAL-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,164.9875
644,Public Works,National Parks and Wildlife Service NSW,FMN,MELROSE-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.9625
646,Public Works,National Parks and Wildlife Service NSW,FMN,MT MYRA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.700
651,Public Works,National Parks and Wildlife Service NSW,FMN,MATHOURA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.650
652,Public Works,National Parks and Wildlife Service NSW,FMN,HOMELEA-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.375
653,Public Works,National Parks and Wildlife Service NSW,FMN,STONY HILL-S,BM,123.0 PL,Public Safety,All Regions,,NPWS VHF High Band,163.150
701,Public Works,National Parks and Wildlife Service NSW,FMN,BOCOBLE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.375
702,Public Works,National Parks and Wildlife Service NSW,FMN,COOLAH-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.2375
703,Public Works,National Parks and Wildlife Service NSW,FMN,CORICUDGY-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.200
704,Public Works,National Parks and Wildlife Service NSW,FMN,DANGAR 2-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.0125
711,Public Works,National Parks and Wildlife Service NSW,FMN,MT TOMAH-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.300
712,Public Works,National Parks and Wildlife Service NSW,FMN,NARROW NK-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,162.350
713,Public Works,National Parks and Wildlife Service NSW,FMN,SHOOTERS-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.000
714,Public Works,National Parks and Wildlife Service NSW,FMN,BRSTLECONE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,163.225
715,Public Works,National Parks and Wildlife Service NSW,FMN,HIGH RNGE-I,RM,233.6 PL,Public Safety,All Regions,,NPWS VHF High Band,164.4125
